numero_catastro,propietario,ci,direccion,zona,distrito,manzano,lote,superficie_terreno,area_construida,uso_suelo,matricula_ddrr,valor_catastral,impuesto_anual,latitud,longitud
03-09-362-4142-000,Jennifer Agustín Aguilera,7011899 CBBA,Av. Blanco Galindo N° 1961,VALLE HERMOSO,2,411,25,1145,86,Mixto,3.01.1.77.9422830,1158740,1738.11,-17.358176,-66.155927
04-13-954-7934-000,Lucila Pastor Pardo,2489433 CBBA,Av. América N° 1879,SARCO,10,544,46,759,125,Salud,3.01.1.37.1894379,1521036,2281.55,-17.352724,-66.179126
13-20-464-2812-000,Azahar Tatiana Grande Gisbert,1952185 CBBA,Av. Blanco Galindo N° 1959,SUDESTE,13,389,50,995,552,Educativo,3.01.1.40.4720364,1398970,2098.45,-17.382245,-66.181302
13-15-945-0119-000,Damián Garcés Redondo,4196399 CBBA,Av. Melchor Pérez N° 4256,LA CHIMBA,15,971,24,847,355,Educativo,3.01.1.94.5633303,1240008,1860.01,-17.444727,-66.107685
02-07-265-9278-000,Berta Galiano Batalla,1892078 CBBA,Av. Beijing N° 1507,KHARA KHARA ARRUMANI,7,705,16,318,132,Comercial,3.01.1.34.9666697,584802,877.2,-17.412323,-66.120757
10-03-549-3157-000,Juana Valentín Manzano,5832546 CBBA,Av. Villazón N° 697,LACMA,6,56,36,599,111,Salud,3.01.1.74.7490806,589416,884.12,-17.349408,-66.176868
09-09-678-4219-000,Bienvenida Lago,6501260 CBBA,Av. Melchor Pérez N° 4173,LAS CUADRAS,7,996,12,1147,656,Residencial,3.01.1.36.4973077,2400671,3601.01,-17.434999,-66.126441
04-07-527-4766-000,Saturnino Busquets Estrada,2535780 CBBA,Av. Beijing N° 1776,MUYURINA,10,275,15,816,215,Salud,3.01.1.30.9929634,845376,1268.06,-17.409902,-66.118886
07-07-866-0397-000,Rosenda Santiago Macias,9412047 CBBA,Av. Blanco Galindo N° 4787,SUDESTE,8,518,18,447,232,Comercial,3.01.1.16.1359191,753195,1129.79,-17.359911,-66.148892
09-12-171-4427-000,Violeta Arana-Luján,1948256 CBBA,Av. América N° 435,VALLE HERMOSO OESTE,14,625,11,860,426,Residencial,3.01.1.57.6721557,1756120,2634.18,-17.397512,-66.156383
09-12-840-5780-000,Leonardo Isaías Sobrino Aguilar,5305653 CBBA,Av. Melchor Pérez N° 1281,CONDEBAMBA,12,29,39,828,80,Residencial,3.01.1.95.2645665,1810008,2715.01,-17.389551,-66.194212
13-03-626-8756-000,Brígida Riba-Solsona,5090905 CBBA,Av. Villazón N° 4550,CALA CALA,8,571,42,798,570,Salud,3.01.1.38.6058556,1893654,2840.48,-17.411372,-66.201433
13-18-838-1542-000,Ovidio Riba Boix,5463197 CBBA,Av. América N° 972,LAS CUADRAS,8,315,30,309,257,Residencial,3.01.1.57.9709039,583701,875.55,-17.365232,-66.161861
01-08-519-3439-000,Atilio Arregui-Parra,7136530 CBBA,Av. América N° 1570,TEMPORAL PAMPA,7,286,39,514,416,Industrial,3.01.1.54.1085751,667686,1001.53,-17.45914,-66.112843
14-11-915-1944-000,Elisa Pi Salinas,1922179 CBBA,Av. Beijing N° 4684,COÑA COÑA,2,505,45,813,99,Salud,3.01.1.13.1843109,1475595,2213.39,-17.392191,-66.183286
05-10-763-3221-000,Ezequiel Gálvez Leiva,4149047 CBBA,Av. Blanco Galindo N° 1013,CHIQUICOLLO,15,670,25,793,498,Mixto,3.01.1.57.1258443,771589,1157.38,-17.415913,-66.147043
04-20-322-3722-000,Silvestre Oliveras Bonet,9874178 CBBA,Av. Villazón N° 4167,CONDEBAMBA,13,981,8,205,82,Industrial,3.01.1.68.2801012,415740,623.61,-17.413138,-66.156133
09-16-263-6445-000,Hermenegildo Ramos Luna,4805975 CBBA,Av. Beijing N° 793,SARCOBAMBA,10,13,10,940,515,Residencial,3.01.1.94.2351893,649540,974.31,-17.384241,-66.176366
06-02-079-3952-000,Melania Barberá Duran,7633441 CBBA,Av. Beijing N° 4456,HIPODROMO,8,268,27,819,201,Comercial,3.01.1.57.5326297,1984437,2976.66,-17.376407,-66.151816
04-13-584-1638-000,Teófilo Solera,6613890 CBBA,Av. Villazón N° 1744,SUDOESTE,8,198,27,826,309,Comercial,3.01.1.44.8077222,693014,1039.52,-17.455523,-66.152707
14-01-035-4101-000,Quique Alarcón Collado,4066962 CBBA,Av. América N° 3115,LA MAICA,5,917,4,743,357,Comercial,3.01.1.39.3458529,1032027,1548.04,-17.365346,-66.159703
05-11-512-9838-000,Evita Cerro,9976272 CBBA,Av. Circunvalación N° 1560,SARCOBAMBA,15,907,2,831,489,Residencial,3.01.1.38.1612916,1193316,1789.97,-17.382553,-66.136387
06-19-864-7694-000,Plácido Ayala Cantón,7516512 CBBA,Av. Blanco Galindo N° 3615,SUDESTE,8,217,35,766,669,Comercial,3.01.1.32.7326638,1542724,2314.09,-17.443338,-66.153862
03-17-070-9467-000,Juliana Sanmiguel Santamaría,9373299 CBBA,Av. Villazón N° 4390,PUKARA GRANDE SUR,6,780,4,707,488,Residencial,3.01.1.37.5002858,450359,675.54,-17.360299,-66.183171
01-12-857-3139-000,Pío Barragán Sastre,1605731 CBBA,Av. Villazón N° 4956,LA CHIMBA,8,676,36,472,152,Industrial,3.01.1.86.5406889,365328,547.99,-17.349205,-66.166231
09-12-794-3304-000,Pili Ferrández Martinez,3756797 CBBA,Av. Melchor Pérez N° 3863,LA CHIMBA,12,663,6,558,99,Comercial,3.01.1.28.5549723,1382724,2074.09,-17.351058,-66.164781
04-15-191-9645-000,Geraldo Torralba Chico,5514006 CBBA,Av. Beijing N° 4119,LA TEMIBLE CARA CARA,3,133,43,694,512,Mixto,3.01.1.62.3419238,724536,1086.8,-17.457533,-66.098348
04-05-923-3680-000,Maricruz de Casares,1282663 CBBA,Av. Beijing N° 3999,SUDESTE,9,365,41,197,138,Industrial,3.01.1.91.7972746,380013,570.02,-17.432013,-66.137586
04-07-881-1936-000,Cayetano Antúnez Morante,8068892 CBBA,Av. Blanco Galindo N° 2501,PUKARA GRANDE OESTE,13,264,37,894,674,Industrial,3.01.1.77.5567682,1295406,1943.11,-17.438208,-66.162224
01-16-191-2898-000,Claudio Teodosio Montesinos Díaz,2840626 CBBA,Av. Villazón N° 3680,SUDOESTE,12,507,37,825,668,Residencial,3.01.1.47.3897629,584100,876.15,-17.400513,-66.133117
10-11-015-6092-000,Juan Pablo Bartolomé Blasco Huguet,7860110 CBBA,Av. Melchor Pérez N° 2082,MAYORAZGO,6,319,6,471,201,Mixto,3.01.1.21.8001180,656574,984.86,-17.367337,-66.153094
01-06-628-1782-000,Carina Manzano,6644996 CBBA,Av. Blanco Galindo N° 4728,SUDOESTE,7,561,28,606,424,Industrial,3.01.1.87.2236125,890214,1335.32,-17.40204,-66.201999
07-01-707-8996-000,Benjamín Pascual Frías,2251151 CBBA,Av. Villazón N° 3438,LA TEMIBLE CARA CARA,1,554,45,630,443,Educativo,3.01.1.34.6061740,1284570,1926.86,-17.403998,-66.210525
10-03-376-8858-000,Xiomara Murillo Prada,1398264 CBBA,Av. Blanco Galindo N° 1059,NORESTE,7,914,50,488,142,Salud,3.01.1.44.1309398,577304,865.96,-17.391115,-66.198515
07-09-422-6583-000,Yéssica Roldan Rey,9537616 CBBA,Av. América N° 3196,TICTI,5,594,31,894,783,Residencial,3.01.1.87.1009793,1260540,1890.81,-17.366768,-66.187846
07-09-582-3663-000,Albina Ocaña,5495378 CBBA,Av. Villazón N° 3527,1° DE MAYO,6,74,35,1009,892,Educativo,3.01.1.72.7029280,1167413,1751.12,-17.419002,-66.173619
08-18-800-8987-000,Jennifer Fabregat,5956843 CBBA,Av. Circunvalación N° 3155,QUERU QUERU ALTO,11,587,40,789,393,Comercial,3.01.1.87.8603790,598062,897.09,-17.418732,-66.134019
01-10-036-4744-000,Danilo Corominas,9656765 CBBA,Av. Melchor Pérez N° 2644,LA TEMIBLE CARA CARA,11,657,49,352,318,Residencial,3.01.1.67.4396432,607200,910.8,-17.451401,-66.107894
08-02-294-5354-000,Zaira del Sanz,4286447 CBBA,Av. Villazón N° 4423,MESADILLA,7,204,48,918,711,Industrial,3.01.1.30.6109766,1587222,2380.83,-17.399902,-66.187174
11-01-023-9688-000,Marcos Iriarte Baños,2056885 CBBA,Av. Blanco Galindo N° 3522,1° DE MAYO,13,92,40,1107,299,Mixto,3.01.1.68.6943806,825822,1238.73,-17.445356,-66.138993
12-14-283-7668-000,Abel Perez Font,7464413 CBBA,Av. Beijing N° 600,TAMBORADA PUKARITA,10,779,47,759,211,Industrial,3.01.1.95.9021569,1130910,1696.37,-17.424805,-66.179838
12-16-364-7962-000,Esteban Ordóñez Gallo,7247782 CBBA,Av. Melchor Pérez N° 3075,TUPURAYA,6,449,43,611,354,Industrial,3.01.1.71.2627407,625053,937.58,-17.394819,-66.18877
09-08-121-1883-000,Berto Martorell Millán,6348655 CBBA,Av. Beijing N° 1443,ALALAY NORTE,2,443,25,976,213,Residencial,3.01.1.18.3274882,1554768,2332.15,-17.456161,-66.141258
08-09-564-0765-000,Luís Casanovas Céspedes,1707735 CBBA,Av. Blanco Galindo N° 455,VILLA BUSCH,13,899,19,266,249,Residencial,3.01.1.40.5465226,227164,340.75,-17.463003,-66.143243
04-14-237-8136-000,Jose Perez,5470947 CBBA,Av. Circunvalación N° 4379,LA MAICA,12,967,23,1071,573,Industrial,3.01.1.65.3435430,841806,1262.71,-17.448289,-66.107348
05-02-525-5964-000,Jose Miguel Paredes Carrasco,6348632 CBBA,Av. Villazón N° 3449,CONDEBAMBA,15,473,43,350,155,Industrial,3.01.1.49.3158829,562450,843.68,-17.398088,-66.176689
05-14-937-5137-000,Lope Camps Noguera,9604750 CBBA,Av. Beijing N° 3152,PUKARA GRANDE SUR,5,893,5,778,104,Educativo,3.01.1.65.6259802,1158442,1737.66,-17.377647,-66.131921
06-15-498-7485-000,Marcio Río Marcos,5989837 CBBA,Av. Villazón N° 526,VALLE HERMOSO,14,616,13,196,144,Comercial,3.01.1.82.2935569,259112,388.67,-17.388716,-66.212315
12-05-969-0234-000,Teófilo Morán Acevedo,5931424 CBBA,Av. Circunvalación N° 1121,SUDOESTE,9,236,27,368,74,Educativo,3.01.1.30.4762812,894240,1341.36,-17.460761,-66.153206
02-19-785-4755-000,Dolores Hernando Sebastián,2971710 CBBA,Av. Blanco Galindo N° 1646,MUYURINA,7,246,13,653,201,Mixto,3.01.1.79.2229100,1557405,2336.11,-17.42032,-66.124835
09-11-481-6692-000,Rosenda Cabrero Naranjo,3763443 CBBA,Av. Beijing N° 4646,HIPODROMO,8,521,23,779,153,Educativo,3.01.1.90.4225299,1819744,2729.62,-17.449739,-66.11906
13-16-818-6523-000,Haroldo del Tolosa,6791155 CBBA,Av. Melchor Pérez N° 956,PUKARA GRANDE OESTE,10,818,1,197,158,Residencial,3.01.1.93.7674221,135142,202.71,-17.414346,-66.137992
07-04-863-0716-000,Juana Priego Tamarit,8984568 CBBA,Av. Beijing N° 1381,HIPODROMO,5,370,10,583,382,Residencial,3.01.1.23.3023622,437250,655.88,-17.385059,-66.148367
06-03-661-4331-000,Maximiano Paz-Royo,7582872 CBBA,Av. Melchor Pérez N° 1677,VALLE HERMOSO,12,869,30,601,340,Residencial,3.01.1.83.4134537,1209212,1813.82,-17.396534,-66.165479
11-03-454-0778-000,Teófila Cornejo,1433409 CBBA,Av. América N° 3587,CALA CALA,8,51,15,1184,846,Residencial,3.01.1.48.9872588,2506528,3759.79,-17.441116,-66.117379
04-17-538-5010-000,Vanesa del Melero,5820471 CBBA,Av. Circunvalación N° 2548,TAMBORADA PUKARITA,13,158,11,471,394,Salud,3.01.1.89.6893611,878415,1317.62,-17.440639,-66.174274
04-12-961-5914-000,Aníbal Amaya-Romero,4880933 CBBA,Av. Beijing N° 4173,SARCOBAMBA,8,988,8,1016,801,Industrial,3.01.1.19.3421148,2455672,3683.51,-17.412464,-66.152264
05-15-836-3187-000,Hortensia Jordá-Diaz,7684060 CBBA,Av. Villazón N° 395,VALLE HERMOSO,10,303,2,1122,364,Mixto,3.01.1.65.6028825,2802756,4204.13,-17.416066,-66.115366
01-09-151-6525-000,Abigaíl Yéssica Pallarès Casanova,4116146 CBBA,Av. Blanco Galindo N° 3603,COÑA COÑA,8,394,16,711,227,Mixto,3.01.1.44.3587845,669051,1003.58,-17.384901,-66.174294
03-14-587-5913-000,Ana Agustín Goicoechea,7345077 CBBA,Av. Melchor Pérez N° 2892,TUPURAYA,7,925,17,372,294,Comercial,3.01.1.64.8356503,713124,1069.69,-17.372597,-66.132228
03-11-388-3583-000,Guadalupe Pozo Ferrándiz,4601257 CBBA,Av. América N° 2278,ALALAY SUD,2,833,43,366,132,Educativo,3.01.1.11.7438481,338550,507.82,-17.387384,-66.13287
04-19-433-2272-000,Fanny Quevedo Casas,7814205 CBBA,Av. Beijing N° 1845,ALALAY SUD,13,99,7,656,129,Salud,3.01.1.75.5141931,1022048,1533.07,-17.401005,-66.203105
12-12-949-2563-000,Valerio Sotelo Maestre,7263611 CBBA,Av. Beijing N° 4488,LA MAICA,15,15,37,939,274,Educativo,3.01.1.77.2299383,2034813,3052.22,-17.417822,-66.134066
12-01-349-2772-000,Marta Caridad Pineda Gil,6933267 CBBA,Av. América N° 2593,LA CHIMBA,9,164,18,1005,294,Comercial,3.01.1.94.8390738,2361750,3542.62,-17.348537,-66.164626
12-19-950-6298-000,Maricela Bernad Cuervo,1895441 CBBA,Av. Blanco Galindo N° 4060,CALA CALA,7,554,13,527,374,Salud,3.01.1.89.1714499,1169940,1754.91,-17.434741,-66.169749
12-02-057-5255-000,Paloma Angulo Sastre,4110578 CBBA,Av. Circunvalación N° 1115,NOROESTE,15,312,39,780,430,Salud,3.01.1.66.2346546,661440,992.16,-17.421203,-66.137584
15-09-579-3015-000,Pepe Español Acero,9988466 CBBA,Av. Melchor Pérez N° 3517,SARCOBAMBA,11,218,32,273,213,Industrial,3.01.1.54.8867673,435708,653.56,-17.382435,-66.160645
13-12-937-7376-000,Raimundo Gibert Bonilla,7805781 CBBA,Av. América N° 317,TEMPORAL PAMPA,14,740,6,180,80,Comercial,3.01.1.48.5919645,347400,521.1,-17.381007,-66.163207
06-18-204-8627-000,Amaro Llano Navas,3665052 CBBA,Av. Circunvalación N° 1412,ARANJUEZ ALTO,13,459,43,702,270,Salud,3.01.1.88.9473855,1511406,2267.11,-17.455266,-66.125603
06-14-583-2287-000,Tecla Fajardo Santamaria,6097403 CBBA,Av. América N° 4573,SARCOBAMBA,1,559,8,700,536,Salud,3.01.1.35.3858823,474600,711.9,-17.384287,-66.147343
13-06-395-3123-000,Ariadna Anastasia Marquez Calzada,2476473 CBBA,Av. Villazón N° 1392,PUKARA GRANDE SUR,10,292,8,211,154,Educativo,3.01.1.37.5039801,495217,742.83,-17.427129,-66.166938
10-20-402-3659-000,Isidro Maxi Matas Villalobos,2584102 CBBA,Av. Melchor Pérez N° 3677,CONDEBAMBA,9,826,3,636,624,Mixto,3.01.1.97.7136724,1053852,1580.78,-17.400981,-66.179711
05-01-633-9686-000,Jacinto Posada-Figueroa,2575791 CBBA,Av. América N° 3593,ALALAY NORTE,13,935,25,171,90,Salud,3.01.1.88.6610858,417753,626.63,-17.422765,-66.197977
07-19-383-7438-000,Felicidad Carbó Hernández,2467068 CBBA,Av. Villazón N° 4457,JAIHUAYCO,12,313,22,597,81,Educativo,3.01.1.24.5943043,877590,1316.38,-17.38456,-66.199098
07-10-111-2191-000,Fanny Bustos Quirós,9136969 CBBA,Av. Villazón N° 236,VILLA BUSCH,13,858,15,172,90,Salud,3.01.1.44.1684674,146372,219.56,-17.349082,-66.161111
05-10-922-3784-000,Rosario Mir Salvador,9388866 CBBA,Av. Melchor Pérez N° 4616,ALALAY SUD,3,663,20,603,567,Comercial,3.01.1.42.7814774,933444,1400.17,-17.444212,-66.144193
10-08-825-5547-000,Carlito Palomo Requena,2485103 CBBA,Av. Blanco Galindo N° 2336,MAYORAZGO,4,192,2,759,633,Educativo,3.01.1.19.1722401,836418,1254.63,-17.446795,-66.12449
07-20-619-9124-000,Juan Bautista Cuéllar-Tormo,3886574 CBBA,Av. América N° 493,USPHA USPHA,6,735,48,323,302,Industrial,3.01.1.89.9514794,691220,1036.83,-17.390907,-66.166499
11-05-758-2329-000,Vicente Cerro Chaparro,1544020 CBBA,Av. Villazón N° 1636,VILLA BUSCH,6,891,23,411,315,Salud,3.01.1.30.6740942,985989,1478.98,-17.41823,-66.144542
07-10-058-2537-000,Lupe Heriberto Escolano Millán,1440982 CBBA,Av. América N° 345,TUPURAYA,3,913,38,956,266,Educativo,3.01.1.19.1134597,640520,960.78,-17.407037,-66.196609
07-19-563-1751-000,Rubén Novoa Aroca,2835315 CBBA,Av. Beijing N° 660,MAYORAZGO,3,612,11,1091,127,Comercial,3.01.1.69.5841332,954625,1431.94,-17.462333,-66.125448
07-13-273-3028-000,Aureliano Saldaña-Solé,9755150 CBBA,Av. Blanco Galindo N° 1337,LA TEMIBLE CARA CARA,9,593,34,787,364,Comercial,3.01.1.50.6857115,1485856,2228.78,-17.394873,-66.179954
06-18-224-7756-000,Jose Ramón Mascaró Alcántara,2994946 CBBA,Av. América N° 1252,TICTI,1,476,1,769,178,Salud,3.01.1.93.7277278,726705,1090.06,-17.386237,-66.182201
10-09-972-3327-000,Ruben Cid Ibáñez,8040506 CBBA,Av. Melchor Pérez N° 3565,ALALAY NORTE,3,663,29,367,302,Industrial,3.01.1.62.7324588,311950,467.93,-17.393965,-66.159512
02-18-647-4690-000,Eutimio Hernández Pascual,9832639 CBBA,Av. América N° 402,MUYURINA,5,685,31,1024,245,Educativo,3.01.1.40.5040701,2151424,3227.14,-17.377208,-66.176201
02-15-406-0805-000,Mercedes Lucena Melero,1974387 CBBA,Av. Melchor Pérez N° 512,COÑA COÑA,12,361,46,712,570,Comercial,3.01.1.45.8293593,1229624,1844.44,-17.430414,-66.169177
03-19-471-2964-000,Guiomar Barrio Villa,1776456 CBBA,Av. Circunvalación N° 2964,JAIHUAYCO,2,614,27,450,324,Salud,3.01.1.79.2431644,698400,1047.6,-17.352561,-66.176398
09-17-394-4791-000,Noé Coello Quiroga,3876965 CBBA,Av. Melchor Pérez N° 2750,CONDEBAMBA,4,225,37,839,630,Salud,3.01.1.50.8512592,999249,1498.87,-17.386383,-66.185547
14-16-999-6057-000,Inmaculada Bertrán Jaén,7727620 CBBA,Av. Circunvalación N° 4787,SUDOESTE,13,994,32,969,502,Salud,3.01.1.92.9262715,1639548,2459.32,-17.377468,-66.143604
15-07-849-9239-000,Florentino Prat Roldan,4786651 CBBA,Av. América N° 2430,TEMPORAL PAMPA,14,452,49,219,158,Educativo,3.01.1.78.3836491,327624,491.44,-17.388074,-66.197467
06-19-137-1770-000,Vinicio Mora Navarro,9080229 CBBA,Av. Circunvalación N° 4142,VILLA BUSCH,5,836,35,594,199,Salud,3.01.1.38.1301037,1300266,1950.4,-17.432349,-66.157861
11-17-812-5322-000,Adelaida Agullo Tejero,7585049 CBBA,Av. Melchor Pérez N° 3660,LAS CUADRAS,9,813,21,1111,439,Comercial,3.01.1.73.7539259,2108678,3163.02,-17.448314,-66.138941
15-04-165-7763-000,Benjamín Montes Portero,1329762 CBBA,Av. Villazón N° 2436,LAS CUADRAS,4,780,12,1146,1074,Residencial,3.01.1.30.8676389,1165482,1748.22,-17.413368,-66.19271
01-14-212-3414-000,Isidro Valera Solé,6632994 CBBA,Av. Melchor Pérez N° 2820,MAYORAZGO,3,178,23,615,216,Mixto,3.01.1.91.8685421,1517205,2275.81,-17.444832,-66.155792
02-13-010-2043-000,Pilar de Azcona,6465667 CBBA,Av. América N° 1417,SUDESTE,12,271,47,667,657,Residencial,3.01.1.76.3713594,1608137,2412.21,-17.38656,-66.210045
07-08-979-0639-000,Vanesa Meléndez Montenegro,2062184 CBBA,Av. Blanco Galindo N° 2483,TICTI,9,781,3,350,127,Comercial,3.01.1.98.2233758,821100,1231.65,-17.445199,-66.123695
06-03-733-4114-000,Mónica Arévalo Acero,5770869 CBBA,Av. Beijing N° 1288,NOROESTE,14,758,4,525,280,Educativo,3.01.1.37.5830330,775950,1163.92,-17.412528,-66.161937
01-12-844-5765-000,Cosme del Aragonés,4561880 CBBA,Av. Beijing N° 592,VALLE HERMOSO,9,236,38,461,55,Educativo,3.01.1.20.4391277,729763,1094.64,-17.356444,-66.168569
13-15-153-7559-000,Cecilia Román Silva,7883234 CBBA,Av. Blanco Galindo N° 4357,QUERU QUERU,11,506,18,1139,882,Educativo,3.01.1.17.9448405,2287112,3430.67,-17.372179,-66.198067
09-10-177-9419-000,Elvira Perera Montoya,9577743 CBBA,Av. Blanco Galindo N° 3094,SUDOESTE,14,44,6,411,246,Salud,3.01.1.96.1886909,498132,747.2,-17.405449,-66.117994
03-18-380-4884-000,Ana Belén Vilalta Salvador,9805803 CBBA,Av. América N° 3022,LAS CUADRAS,10,215,25,242,187,Industrial,3.01.1.18.6664166,291852,437.78,-17.401467,-66.170897
11-04-976-0316-000,Florina Lluch Aranda,4282201 CBBA,Av. Melchor Pérez N° 4911,LA CHIMBA,6,72,41,429,378,Salud,3.01.1.46.1707648,888030,1332.05,-17.374281,-66.188408
15-07-677-6778-000,Olegario Salas Leal,4172708 CBBA,Av. Beijing N° 4050,LA TEMIBLE CARA CARA,7,243,38,947,62,Mixto,3.01.1.36.4911332,1021813,1532.72,-17.399848,-66.178311
04-07-957-0986-000,Ema Rebollo,2936653 CBBA,Av. Melchor Pérez N° 2241,MAYORAZGO,12,454,18,991,127,Industrial,3.01.1.48.2644215,1372535,2058.8,-17.422426,-66.162075
13-03-869-2287-000,Febe Batalla Ibarra,9442825 CBBA,Av. Villazón N° 3295,CONDEBAMBA,10,317,48,995,658,Salud,3.01.1.76.7903029,1252705,1879.06,-17.403237,-66.150825
10-06-694-8534-000,Álvaro Vila Moraleda,1338530 CBBA,Av. Villazón N° 759,TICTI,5,562,8,999,762,Salud,3.01.1.18.4842783,1620378,2430.57,-17.354739,-66.14741
05-04-034-5908-000,Brígida Pardo,7998503 CBBA,Av. América N° 2898,VALLE HERMOSO,13,271,2,351,237,Industrial,3.01.1.95.8074820,721656,1082.48,-17.39397,-66.179031
07-19-271-1804-000,Luis Ángel Palacios Berrocal,7143345 CBBA,Av. Blanco Galindo N° 1536,USPHA USPHA,5,13,42,662,393,Comercial,3.01.1.97.9390755,1592772,2389.16,-17.352513,-66.16417
09-14-152-8639-000,Encarnita Serrano-Miralles,8673599 CBBA,Av. Melchor Pérez N° 1896,ALALAY SUD,13,115,38,1138,1075,Industrial,3.01.1.69.9304786,752218,1128.33,-17.464832,-66.146925
07-09-046-5891-000,Emiliano Paredes Talavera,1410060 CBBA,Av. Blanco Galindo N° 3795,TEMPORAL PAMPA,15,124,8,958,620,Comercial,3.01.1.45.7391024,2099936,3149.9,-17.398509,-66.171692
04-07-995-0530-000,Bruno Bartolomé Dueñas,7541908 CBBA,Av. Blanco Galindo N° 558,VALLE HERMOSO OESTE,10,899,18,246,150,Industrial,3.01.1.28.6342959,535788,803.68,-17.423942,-66.127799
04-12-377-7203-000,Sosimo Sancho Gordillo,9702802 CBBA,Av. Villazón N° 2819,TICTI,12,201,5,707,182,Mixto,3.01.1.41.3512410,709828,1064.74,-17.394048,-66.121951
03-05-016-8616-000,Emilio Segarra-Saez,5637040 CBBA,Av. Circunvalación N° 4947,LA CHIMBA,9,587,48,825,794,Educativo,3.01.1.29.9431808,1863675,2795.51,-17.409638,-66.14774
09-17-428-5666-000,Guiomar de Vazquez,9461364 CBBA,Av. Blanco Galindo N° 2794,ARANJUEZ ALTO,8,345,37,1045,72,Salud,3.01.1.63.4327795,2154790,3232.18,-17.431338,-66.14932
12-19-423-4439-000,Brígida Alsina,4717149 CBBA,Av. Villazón N° 4846,LA CHIMBA,15,1,45,896,186,Residencial,3.01.1.37.6805024,664832,997.25,-17.452708,-66.111689
13-20-138-3671-000,Aarón Planas Guerra,5781449 CBBA,Av. Circunvalación N° 2442,HIPODROMO,12,69,32,314,88,Industrial,3.01.1.57.4333154,645270,967.9,-17.423186,-66.192082
08-04-815-0078-000,Imelda Garmendia,7179353 CBBA,Av. Circunvalación N° 1315,SARCO,9,764,25,464,245,Salud,3.01.1.49.1599697,611552,917.33,-17.453323,-66.113796
07-04-809-4709-000,Natividad Angelita Bárcena Girón,6536106 CBBA,Av. Melchor Pérez N° 2311,VALLE HERMOSO OESTE,1,27,1,1173,625,Comercial,3.01.1.13.4469886,1407600,2111.4,-17.404529,-66.15245
05-08-637-4129-000,Faustino Céspedes Salom,8206159 CBBA,Av. América N° 1031,VILLA BUSCH,3,376,11,1179,786,Industrial,3.01.1.46.2798705,1450170,2175.26,-17.452733,-66.150838
02-17-783-8176-000,Francisca del Cerro,7857289 CBBA,Av. Blanco Galindo N° 1764,PUKARA GRANDE OESTE,3,993,32,837,135,Mixto,3.01.1.85.9369725,735723,1103.58,-17.39585,-66.174444
02-13-520-2926-000,Juan Antonio Guzman Vilalta,2139845 CBBA,Av. Melchor Pérez N° 1031,PUKARA GRANDE OESTE,1,119,20,1001,559,Salud,3.01.1.55.6834376,2195193,3292.79,-17.463671,-66.145142
12-14-567-7742-000,Evita Cruz Cal,9988202 CBBA,Av. Villazón N° 3664,MAYORAZGO,13,262,23,365,349,Residencial,3.01.1.77.9789990,550055,825.08,-17.368036,-66.147326
07-01-499-7581-000,Patricia Palomino Pavón,1278049 CBBA,Av. Blanco Galindo N° 2800,SUDESTE,1,214,9,1129,518,Industrial,3.01.1.87.2495060,2561701,3842.55,-17.376407,-66.168727
08-07-154-3373-000,Manuela Mur Aller,9110283 CBBA,Av. Beijing N° 397,MESADILLA,8,190,50,219,83,Residencial,3.01.1.19.1290213,280758,421.14,-17.40325,-66.202384
11-15-983-5423-000,Lorenzo Reina,4626474 CBBA,Av. Blanco Galindo N° 4742,LA CHIMBA,12,547,7,746,131,Industrial,3.01.1.58.8558464,1750862,2626.29,-17.397941,-66.207424
04-14-463-0098-000,Marita Serrano Aramburu,7623907 CBBA,Av. América N° 4297,LAS CUADRAS,2,875,42,752,443,Mixto,3.01.1.63.8849811,1021968,1532.95,-17.458616,-66.117823
15-06-891-7357-000,Febe España Vázquez,9702496 CBBA,Av. Circunvalación N° 3642,CONDEBAMBA,14,282,22,239,201,Comercial,3.01.1.87.8114002,222987,334.48,-17.44126,-66.173586
04-10-472-1733-000,Lola Poza Escamilla,6461985 CBBA,Av. América N° 2985,TUPURAYA,10,907,44,796,659,Salud,3.01.1.40.2245882,714012,1071.02,-17.439465,-66.112242
